responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,menggunakan_emoney?,emoney_pilihan_1,emoney_pilihan_2,emoney_pilihan_3,emoney_pilihan_4,emoney_pilihan_5,penggunaan_1,penggunaan_2,penggunaan_3,penggunaan_4,penggunaan_5,metode_topup_1,metode_topup_2,metode_topup_3,metode_topup_4,metode_topup_5,keluhan_1,keluhan_2,keluhan_3
1116,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,LinkAja,,,,Pembayaran tol,,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,
1117,Perempuan,41-50 tahun,S2,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1118,Perempuan,41-50 tahun,S1,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1119,Perempuan,41-50 tahun,S2,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1120,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,Top up di minimarket,,,Telah Top Up tapi saldo tidak bertambah
1121,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1122,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,OVO,,,,,,,,,,Mobile Banking,,,,,,
1123,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,ATM,Mobile Banking,,Melalui Driver,,,,
1124,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,LinkAja,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1125,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,OVO,,,ShopeePay,,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1126,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1127,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,Top up di minimarket,,,
1128,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,,,,ya,GoPay,,,,,Pembayaran transportasi online,,,,,ATM,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1129,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,,Pembayaran e-commerce,,,,,Internet Banking,,,,,
1130,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,Pembayaran tol,,,,ATM,,,,Top up di minimarket,,,
1131,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,Telah Top Up tapi saldo tidak bertambah
1132,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1133,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,ya,,OVO,,,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1134,Perempuan,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,,,ya,GoPay,,,,ShopeePay,,,,,,,Mobile Banking,,,,,,
1135,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,Pembayaran tol,,,,ATM,Mobile Banking,,,Top up di minimarket,,,
1136,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,,Mobile Banking,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1137,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,LinkAja,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1138,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1139,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,,,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,Melalui Driver,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1140,Perempuan,>50 tahun,S1,> Rp 10 juta,,,Mengikuti kelas online,,,ya,GoPay,OVO,LinkAja,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,
1141,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1142,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1143,Laki – laki,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,,Dana,,,,,Pembayaran di restauran/ cafe,,ATM,Mobile Banking,Internet Banking,,,,,Telah Top Up tapi saldo tidak bertambah
1144,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,,,,,ya,GoPay,,,,,,Pembayaran tol,,,,,,,,,,,
1145,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,,Internet Banking,,Top up di minimarket,,,
1146,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,Nominal saldo berkurang tanpa digunakan untuk transaksi,Telah Top Up tapi saldo tidak bertambah
1147,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1148,Laki – laki,< 15 tahun,SMA,< Rp 2 juta,,,,,,ya,GoPay,,,,ShopeePay,,,,,,,,Internet Banking,,,Aplikasi tidak bisa digunakan/ diakses,,
1149,Laki – laki,41-50 tahun,S2,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,,,,Dana,,,Pembayaran tol,Pembayaran e-commerce,,,,,,,Top up di minimarket,,,
1150,Perempuan,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",ATM,Mobile Banking,Internet Banking,,,,,Telah Top Up tapi saldo tidak bertambah
1151,Perempuan,21-30 tahun,S2,Rp 5 juta – Rp 10 juta,,,,,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,,,,,Mobile Banking,,,,,,Telah Top Up tapi saldo tidak bertambah
1152,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1153,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,,,,,,Internet Banking,,,,,
1154,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1155,Perempuan,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,Pembayaran tol,,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,
1156,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1157,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Dana,,,,,,,,,,,Top up di minimarket,,,
1158,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1159,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,Pembayaran tol,,Pembayaran di restauran/ cafe,,ATM,,,,Top up di minimarket,,,
1160,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,,,,,,,,,,,,,Top up di minimarket,,,
1161,Laki – laki,>50 tahun,S2,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,ATM,Mobile Banking,,,,,,
1162,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1163,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1164,Perempuan,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1165,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,ATM,Mobile Banking,Internet Banking,,,,,
1166,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,ATM,Mobile Banking,,,Top up di minimarket,,,
1167,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,Telah Top Up tapi saldo tidak bertambah
1168,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,,,Pembayaran e-commerce,,,ATM,,,,,Aplikasi tidak bisa digunakan/ diakses,,
1169,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,,,,,Mobile Banking,,,,,,
1170,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",ATM,Mobile Banking,Internet Banking,,,Aplikasi tidak bisa digunakan/ diakses,,
1171,Laki – laki,15-20 tahun,SMA,> Rp 10 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,Nominal saldo berkurang tanpa digunakan untuk transaksi,
1172,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,Pembayaran tol,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1173,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,Telah Top Up tapi saldo tidak bertambah
1174,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,GoPay,OVO,,,,,,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1175,Laki – laki,21-30 tahun,S2,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,LinkAja,,ShopeePay,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,
1176,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,,,,,Mobile Banking,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1177,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,
1178,Perempuan,15-20 tahun,SMP,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,,,,,,,,Pembayaran di restauran/ cafe,,ATM,,,,,,,
1179,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
1180,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,ya,GoPay,OVO,,Dana,ShopeePay,,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1181,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,,Pembayaran transportasi online,,,,,ATM,Mobile Banking,,,,,,
1182,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1183,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,OVO,,,,,,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1184,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,GoPay,OVO,LinkAja,Dana,ShopeePay,,,,,,ATM,,,,,Aplikasi tidak bisa digunakan/ diakses,Nominal saldo berkurang tanpa digunakan untuk transaksi,
1185,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,Top up di minimarket,,,
1186,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1187,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,ShopeePay,,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1188,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1189,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",ATM,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1190,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,ATM,,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1191,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,GoPay,,,,,Pembayaran transportasi online,Pembayaran tol,,,,ATM,Mobile Banking,,,Top up di minimarket,,,
1192,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1193,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1194,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,,,Internet Banking,,,,,
1195,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,,,,ATM,Mobile Banking,,,Top up di minimarket,,,
1196,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,Internet Banking,,,Aplikasi tidak bisa digunakan/ diakses,,
1197,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,,,Telah Top Up tapi saldo tidak bertambah
1198,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,,,,Internet Banking,,,Aplikasi tidak bisa digunakan/ diakses,,
1199,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,,ya,GoPay,OVO,,,ShopeePay,,,Pembayaran e-commerce,,,ATM,,Internet Banking,,Top up di minimarket,,,
1200,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,ya,GoPay,,,Dana,ShopeePay,,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1201,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,OVO,LinkAja,Dana,ShopeePay,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1202,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,,,,,,,Mobile Banking,,Melalui Driver,,Aplikasi tidak bisa digunakan/ diakses,,
1203,Perempuan,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,,,,Pembayaran tol,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1204,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,,,ya,GoPay,,,,ShopeePay,,,,,,,,,,,,,
1205,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,,,Pembayaran e-commerce,,,,,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1206,Perempuan,41-50 tahun,SMA,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,,,,,,,Mobile Banking,,Melalui Driver,,,,
1207,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1208,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,LinkAja,,,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1209,Perempuan,>50 tahun,S1,< Rp 2 juta,Berbelanja online,,,,,ya,GoPay,OVO,,,,,Pembayaran tol,,,,,Mobile Banking,Internet Banking,,,,,
1210,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,GoPay,OVO,LinkAja,Dana,ShopeePay,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,,,Melalui Driver,Top up di minimarket,,,
